closeDocument	self.decrementCount
getHandle	self.handles.get
collectImportUris	allocator.free
collectImportUris	init
collectImportUris	std.StringHashMap
collectImportUris	stdUriFromLibPath
collectImportUris	URI.fromPath
collectImportUris	log.debug
collectImportUris	std.fs.path.resolve
collectImportUris	self.allocator.free
collectImportUris	std.ArrayList
collectImportUris	new_imports.deinit
collectImportUris	analysis.collectImports
collectImportUris	self.uriFromImportStr
collectImportUris	new_imports.swapRemove
collectImportUris	new_imports.toOwnedSlice
refreshDocument	std.mem.eql
refreshDocument	log.debug
refreshDocument	std.zig.parse
refreshDocument	analysis.makeDocumentScope
refreshDocument	handle.uri
refreshDocument	self.collectImportUris
refreshDocument	self.allocator.free
refreshDocument	self.decrementCount
refreshDocument	handle.tree.deinit
refreshDocument	handle.document_scope.deinit
refreshDocument	handle.imports_used.swapRemove
applySave	allocator.free
applySave	std.mem.indexOfScalar
applySave	std.mem.split
applySave	URI.fromPath
applySave	loadPackages
applySave	URI.parse
applySave	std.ChildProcess.exec
applySave	log.debug
applySave	build_file.packages.shrinkAndFree
applySave	line_it.next
applySave	std.fs.path.resolve
applySave	std.mem.dupe
applySave	build_file.packages.addOne
applyChanges	std.debug.assert
applyChanges	ptrCast
applyChanges	start_obj.get
applyChanges	range.Object.get
applyChanges	end_obj.get
applyChanges	offsets.documentPosition
applyChanges	std.mem.copyBackwards
applyChanges	change.Object.get
applyChanges	std.math.max
applyChanges	self.allocator.realloc
applyChanges	std.mem.copy
applyChanges	self.refreshDocument
uriFromImportStr	std.mem.eql
uriFromImportStr	log.debug
uriFromImportStr	std.mem.dupe
uriFromImportStr	std.mem.endsWith
uriFromImportStr	handle.uri
uriFromImportStr	URI.pathRelative
resolveImport	allocator.free
resolveImport	std.mem.eql
resolveImport	std.fs.cwd
resolveImport	openFile
resolveImport	URI.parse
resolveImport	log.debug
resolveImport	std.mem.dupe
resolveImport	std.math.maxInt
resolveImport	alignOf
resolveImport	self.newDocument
resolveImport	self.uriFromImportStr
resolveImport	self.getHandle
resolveImport	file.close
resolveImport	file.readToEndAllocOptions
resolveImport	handle.imports_used.append
deinit	allocator.free
deinit	self.allocator.destroy
deinit	tree.deinit
deinit	document_scope.deinit
deinit	build_file.destroy
deinit	self.allocator.free
deinit	build_file.packages.deinit
deinit	self.handles.iterator
deinit	entry_iterator.next
deinit	imports_used.deinit
deinit	self.handles.deinit
deinit	self.build_files.deinit
deinit	using_trail.deinit
deinit	resolve_trail.deinit
deinit	scope.decls.deinit
deinit	self.error_completions.entries.items
deinit	self.error_completions.deinit
deinit	self.enum_completions.entries.items
